,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
115,115,B07MWYYDTM,,"August 30, 2019",Verified Purchase,"
These AA batteries pack really small! Great implementation!
","

  This is an awesome implementation of rechargeable AA batteries. One note: The batteries a tiny bit too long to fit in some devices, like the GoPro cameras. Otherwise, they're great! Pack really small, no bulky charger needed!

",LAngeloro,4.0
116,116,B07MWYYDTM,Size: 4*AAA-600mAh,"August 27, 2019",Verified Purchase,"
Work as expected
","

  I got these for a remote that eats batteries.  They are a heck of a lot better than burning through disposables.  Charge great on my little camping solar panel too.  The remote eats them, but they last a long time in my laser pointer, so my guess is the charge lasts about as long as an alkaline battery.

",Amazon Customer,5.0
117,117,B07MWYYDTM,,"August 24, 2019",Verified Purchase,"
These little gems are great!
","

  Use for my mouses (mice?).  I love not having to toss any more non-rechargable AA batteries.  Wish this manufacturer would make D batteries.

",Jeff M,5.0
118,118,B07MWYYDTM,,"August 23, 2019",Verified Purchase,"
just a different way to charge batteries
","

  Just another option for recharging AA batteries, I like it.

",william locklear,5.0
119,119,B07MWYYDTM,,"August 21, 2019",Verified Purchase,"
Don’t hold charge long enough to use.
","

  After fully charging overnight they don’t hold a charge long enough to be useful.In a Smith & Wesson one LED flashlight batteries fully dead in 7 minutes whereas Duracell Quantum Alkaline lasted 2 hours when timed under same conditions. The batteries are easy to charge but effectively useless for any practical application.

",Douglas Ethridge,1.0
120,120,B07MWYYDTM,,"August 17, 2019",Not Verified,"
Batteries die quickly and won't keep charge.
","

  Batteries die quickly and won't keep charge.

",D.,1.0
121,121,B07MWYYDTM,,"August 15, 2019",Verified Purchase,"
Charge doesn’t hold as long as I would like
","

  Great to have rechargeable battery’s

",David Carda,3.0
122,122,B07MWYYDTM,,"August 13, 2019",Verified Purchase,"
Good value for the price
","

  The blacking batteries work pretty good , I use them in a battery powered lantern/flashlight/bug zapper I use it close to every night and get 3-5 nights use on one charge . My only complain would be that I used have gotten two four packs instead of one . They charge fast I rated them four stars because I have not tried other batteries so I can’t compare  I also have only been using them for around two months so far they are pretty good

",Ray,4.0
123,123,B07MWYYDTM,,"August 10, 2019",Verified Purchase,"
Li Ion
","

  Great battery

",Norman Ryan,5.0
124,124,B07MWYYDTM,,"August 7, 2019",Verified Purchase,"
A great money saver compared to disposable lithium batteries!
","

  I have a Blink camera in an area that drains the batteries in about five months. I could turn off the camera as reccomend, but I need it to be on constantly. I bought a set of these batteries to use in this camera. Upon receiving the batteries, I charged them fully, then put them in a microprocessor controlled battery checker, and all I can say is wow! These batteries are better than any AA rechargeable batteries I have personally owned. I will be buying more for other battery powered devices.

",TC IN ETN,5.0
125,125,B07MWYYDTM,Size: 4*AAA-600mAh,"August 6, 2019",Verified Purchase,"
Not nearly so happy with these as with the AA set I got.
","

  Had to return the first set because 1 battery wouldn't hold a charge.  Kept using two in my mouse as I waited on the replacement set.  One of them showed 3.6V on my meter -- not good!!!  Kept two from each set and sent back the ""original"" set so I wouldn't get charged for the ""replacement"" set.  When they work...they last a decent amount of time.

",Dean Koepke,3.0
126,126,B07MWYYDTM,,"August 3, 2019",Verified Purchase,"
ok for the price
","

  Purchase two .. open one and one of cables were not working.. a little disappointed

",Courtenay Armstrong,3.0
127,127,B07MWYYDTM,Size: 4*AAA-600mAh,"August 3, 2019",Verified Purchase,"
Better
","

  I have AA & AAA. So far so good!.. I like the built in charger

",jeff,4.0
128,128,B07MWYYDTM,,"August 1, 2019",Verified Purchase,"
Glad I found these
","

  These are saving me money. I have to replace the batteries on a security camera and these allow me to do so frequently and save.

",Justice,5.0
129,129,B07MWYYDTM,Size: 4*AAA-600mAh,"August 1, 2019",Verified Purchase,"
Beats old Re-chargables
","

  Great solution to the older re-chargeable batteries.

",amzn-women-on-the-moon,5.0
130,130,B07MWYYDTM,,"July 31, 2019",Verified Purchase,"
Do NOT buy this for your camera flash
","

  I bought this to use in my Godox TT685c.  The recycle time was pretty slow on NiCad batteries at 2.5 seconds per refresh one freshly charged batteries.  When I put the Blackube batteries in, I expected it to improve, but instead, it was much worse....so much worse.  From on the ON position, it took a whopping 5 seconds to prime the first shot.  After firing, it took another 10 seconds to prime the next shot.  After that, it took a crazy 15 seconds to even get it to ready for the next shot.  It held at 15 seconds until it went flat after the 10 total shots.  10 shots.... 10.....Do yourself a favor and just buy better batteries.... These are basically worthless for flashes.

",Amazon Customer,1.0
131,131,B07MWYYDTM,Size: 4*AAA-600mAh,"July 31, 2019",Verified Purchase,"
Easy to use but useless
","

  Originally purchased for a camera flash but it wouldn’t charge the flash. Tried using them for a simple flashlight and the light output was incredibly dim.

",RP1816,1.0
132,132,B07MWYYDTM,,"July 31, 2019",Verified Purchase,"
One set never worked, the other only held a charge once. No customer service response.
","

  I bought two sets for my Digital SLR camera.  One for the camera and one for the flash.  The first time I used them I didn't need the flash so I didn't even open that set.  Then the second time I went to use them I charged up both sets, just in case.  Packed them up, took them to my destination, put them in the camera, the camera turned on literally only long enough for me to program in the month and the day, not even the year.  I'd say less than 60 seconds.  So I plugged them in to charge again.  Both times waiting for a complete charge - nothing.  I thought at first it could be a problem with my camera.  But then I bought some rechargeable NiMh AAs to try and the camera and batteries worked fine.  These batteries SEEMED like a good idea, I liked that they could be charged by usb, but in the end a complete waste of money unfortunately.I wrote to the company asking if they warranty these or would offer a replacement - no response.  If the eventually respond I will update this review.

",Amazon Customer,1.0
133,133,B07MWYYDTM,,"July 31, 2019",Verified Purchase,"
The battery of the future
","

  Easy to charge and put right in.

",Marla B.,5.0
134,134,B07MWYYDTM,Size: 4*AAA-600mAh,"July 30, 2019",Verified Purchase,"
Tip wrong shape, not a ""drop-in"" fit, works in a 4 AAA holder, not my 3 AAA.
","

  Due to the incorrect shape of the tip,these are not drop-in replacements for Alkaline. I have a Flashlight which has a 3-AAA holder.  Installed three freshly charged into holder, no light. Tested at Ends of Carrier - no voltage. Put back the Alkalines (old) 3.3 Volts at ends of holder. Each Blackube showed 1.57V individually, but once in carrier, not working.UPDATE - works in a Flashlight with a 4 AAA holder where the depressions for the Positive tip are slightly larger.

",James D.K.,3.0
135,135,B07MWYYDTM,Size: 4*AAA-600mAh,"July 29, 2019",Verified Purchase,"
quality control is poor
","

  When I received the aaa bats one of the 4 did not charge up. After emails w/choice of refund or replacement I chose replacement. They sent me a new set of 4 which I did not expect. Great. Again, one in 4 did not charge and the cable to that battery got burn your finger hot. More emails and i decided I wanted my money back. That's when emails stopped. Bad!!! Like much of electronic gear from China, the quality is hit and miss. You take your chances.  Had great customer service until I wanted my money back! Be forewarned!

",D. CARDIN,1.0
136,136,B07MWYYDTM,,"July 27, 2019",Verified Purchase,"
Recommended item. Long lasting.
","

  Recommended item. One charge so far and still using them in my mouse and my Xbox controller.

",jayroc,5.0
137,137,B07MWYYDTM,,"July 25, 2019",Verified Purchase,"
Using with Samsung WMR controllers
","

  Standard and pro 1.2v eneloops kept triggering low battery mode with my WMR wands/controllers. These 1.5v rechargeable batteries fixed that issue. Now I can VR paint, sculpt, and game without issue.

",SpaceDesigner,5.0
138,138,B07MWYYDTM,,"July 23, 2019",Verified Purchase,"
Quick charge
","

  The batteries charge really fast but capacity could be bigger. Hopefully the batteries have a good longevity/lifespan and will be worth the investment over regular batteries and regular Ni-mh rechargeables.

",Alex Wong,5.0
139,139,B07MWYYDTM,,"July 20, 2019",Verified Purchase,"
No longevity
","

  Bought these to use in a Xbox controller. The controller shuts down when the batteries are allegedly at 80%. They charge fast but don't last at all.

",Kelly Bryant,1.0
140,140,B07MWYYDTM,,"July 20, 2019",Verified Purchase,"
Wouldn’t depend on them for a security camera do not last long enough
","

  Work great. Just Wouldn’t depend on them for a security camera do not last long enough

",shelly mitchell,5.0
141,141,B07MWYYDTM,Size: 4*AAA-600mAh,"July 19, 2019",Verified Purchase,"
I will be able to better judge after six months of use.
","

  Like how long they last. Use it in flashlights.

",Don Laskowski,4.0
142,142,B07MWYYDTM,Size: 4*AAA-600mAh,"July 18, 2019",Verified Purchase,"
Good enough
","

  Neat batteries. Unfortunately, one of them came DOA. Light illuminates when plugged it but doesn’t take a charge. Use them in a flashlight. Battery life is decent. Charging is quick for the ones that work.

",Nick,3.0
