,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating,title_desc
443,443,B087965DTC,,4-Aug-20,Verified Purchase,My new best friend!,"  Maaaaaannnn, I love this fan! I think it's important for people to understanding what they are getting and not expect this to be comparable to an ACTUAL AC unit. BUT, if you are like me and have no AC at all, this is so much better than just a regular fan. No its not going to cool an entire room down. But when the hottest part of the day makes my apartment miserable and my regular fans are just pushing around warm air, putting ice and cold water in this and sitting in front of it made a noticeable difference. It puts out a lot more air flow then I was expecting, and is super quiet. The only things that keep it from being WOW out of this world 5 star is the ability to tilt it up or down and if the water reservoir was a bit more insulated. With the ice there's a lot of condensation (but none of it gets in the surface the fan is on) so that just means the water doesn't stay as cool for as long. Otherwise I absolutely love this thing.",Kendra Dawn,4.0,"My new best friend!  Maaaaaannnn, I love this fan! I think it's important for people to understanding what they are getting and not expect this to be comparable to an ACTUAL AC unit. BUT, if you are like me and have no AC at all, this is so much better than just a regular fan. No its not going to cool an entire room down. But when the hottest part of the day makes my apartment miserable and my regular fans are just pushing around warm air, putting ice and cold water in this and sitting in front of it made a noticeable difference. It puts out a lot more air flow then I was expecting, and is super quiet. The only things that keep it from being WOW out of this world 5 star is the ability to tilt it up or down and if the water reservoir was a bit more insulated. With the ice there's a lot of condensation (but none of it gets in the surface the fan is on) so that just means the water doesn't stay as cool for as long. Otherwise I absolutely love this thing."
444,444,B087965DTC,,4-Aug-20,Verified Purchase,Waste of money!,  Complete waste of money! I will be returning it.,Amazon Customer,1.0,Waste of money!  Complete waste of money! I will be returning it.
445,445,B087965DTC,,4-Aug-20,Verified Purchase,might not work,"  RETURNED Worked fine for about one week then wouldn't turn on.  Moderate noise level on max speed.  Makes more noise with LED light turned on, oddly.  A green light on the wall plug is very bright, not good for a dark room.",F O R T U N E X,3.0,"might not work  RETURNED Worked fine for about one week then wouldn't turn on.  Moderate noise level on max speed.  Makes more noise with LED light turned on, oddly.  A green light on the wall plug is very bright, not good for a dark room."
446,446,B087965DTC,,4-Aug-20,Verified Purchase,"Portable , worth buying","  Loved it, portable to carry wherever we need it. Easy operation.  Good quality material is used. Working great for the need. Worth buying.",Ary,5.0,"Portable , worth buying  Loved it, portable to carry wherever we need it. Easy operation.  Good quality material is used. Working great for the need. Worth buying."
447,447,B087965DTC,,4-Aug-20,Verified Purchase,Doesn’t work.at all.,  Doesn’t work. Simple.,Lawrence,1.0,Doesn’t work.at all.  Doesn’t work. Simple.
448,448,B087965DTC,,3-Aug-20,Verified Purchase,Meh.,"  It's okay for what it is, but is really better for short time use and if you're planning on sitting near it while using. Need to put ice in water tank to make the air cold but the opening for the tank is very very small. If you just use cold water, the air it pushes out isn't much colder than if you were to use the fan alone. Also, even when filling water to max line, it only lasts for about 2-3 hours depending on speed you put it on. Definitely not going to last all night during sleeping hours. I do like how quiet it is though and is a pretty good fan if that's all you want from it. A",Amazon Customer,3.0,"Meh.  It's okay for what it is, but is really better for short time use and if you're planning on sitting near it while using. Need to put ice in water tank to make the air cold but the opening for the tank is very very small. If you just use cold water, the air it pushes out isn't much colder than if you were to use the fan alone. Also, even when filling water to max line, it only lasts for about 2-3 hours depending on speed you put it on. Definitely not going to last all night during sleeping hours. I do like how quiet it is though and is a pretty good fan if that's all you want from it. A"
449,449,B087965DTC,,3-Aug-20,Verified Purchase,"Okay, expected more for the money",  For the price I expected more. It works okay but doesn’t have the power I’d like in a fan with all the higher end functions. The cooling mechanism works okay but again could be better,Cassie Cobb,3.0,"Okay, expected more for the money  For the price I expected more. It works okay but doesn’t have the power I’d like in a fan with all the higher end functions. The cooling mechanism works okay but again could be better"
450,450,B087965DTC,,3-Aug-20,Verified Purchase,Boo boo,  Trashhhhh. I don't even work.,LaDarius Ray,1.0,Boo boo  Trashhhhh. I don't even work.
451,451,B087965DTC,,3-Aug-20,Verified Purchase,Great desk fan,"  Works well for my desk. A little bit of water does gather, but doesn't drip anywhere I just empty and dry it off every night. Small foot print, very quiet.",Tai Yoshi Tokugawa,5.0,"Great desk fan  Works well for my desk. A little bit of water does gather, but doesn't drip anywhere I just empty and dry it off every night. Small foot print, very quiet."
452,452,B087965DTC,,3-Aug-20,Verified Purchase,Don’t waste your money.,  It’s just a fan with a small range and only minimally colder than a $10 fan I purchased. Not worth the money at ALL.,Greenveg6,1.0,Don’t waste your money.  It’s just a fan with a small range and only minimally colder than a $10 fan I purchased. Not worth the money at ALL.
453,453,B087965DTC,,29-Jul-20,Verified Purchase,Life hack AC!,"  Worked a lot better than expected, you fill the fan with water at the base and it acts as a coolant to the fan. My house doesn’t have AC so I love using this as a desk fan while I’m doing my work or on my nightstand when I go to sleep! I started with putting room temperature water at first but then I realized I can also use colder water if I place a glass in the fridge. This fan is a huge life hack for people who don’t have AC, I really recommend it! The light feature also makes it look very futuristic & modern in dark settings.",Michael Zepeda,5.0,"Life hack AC!  Worked a lot better than expected, you fill the fan with water at the base and it acts as a coolant to the fan. My house doesn’t have AC so I love using this as a desk fan while I’m doing my work or on my nightstand when I go to sleep! I started with putting room temperature water at first but then I realized I can also use colder water if I place a glass in the fridge. This fan is a huge life hack for people who don’t have AC, I really recommend it! The light feature also makes it look very futuristic & modern in dark settings."
454,454,B087965DTC,,28-Jul-20,Verified Purchase,"Good purchase, over my expectation!","  Love the LED light and the design, perfectly fits on my computer desk. It can be used as a fan or an air conditioner and it's really powerful than I thought. Cooling down small areas really quick.",William Lee,5.0,"Good purchase, over my expectation!  Love the LED light and the design, perfectly fits on my computer desk. It can be used as a fan or an air conditioner and it's really powerful than I thought. Cooling down small areas really quick."
455,455,B087965DTC,,27-Jul-20,Verified Purchase,quit working after 3rd use,  worked fine thien it died,Jurij Drahosz,1.0,quit working after 3rd use  worked fine thien it died
