,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
521,B00HZV9WTM,AAA,2019-12-05,Verified Purchase,"Not the best,only 3 star", Just 3 star,Haze,3.0,12,2019,2019-12,"Not the best,only 3 star Just 3 star"
522,B00HZV9WTM,AAA,2019-12-05,Verified Purchase,Muy buena, Muy buena,Julia,5.0,12,2019,2019-12,Muy buena Muy buena
523,B00HZV9WTM,AA,2019-12-03,Verified Purchase,value, all good,Robert E Stauss,5.0,12,2019,2019-12,value all good
524,B00HZV9WTM,AA,2019-12-03,Verified Purchase,Good product., I am using my husbands account.I got these for my breast pump. So far they have worked very well. I am able to pump easily at work with these without worrying about them dying mid pumping session.You do need to leave them charging overnight as they dont last charged the following day.,Yeyson Carrillo,4.0,12,2019,2019-12,Good product. I am using my husbands account.I got these for my breast pump. So far they have worked very well. I am able to pump easily at work with these without worrying about them dying mid pumping session.You do need to leave them charging overnight as they dont last charged the following day.
525,B00HZV9WTM,AA,2019-12-03,Verified Purchase,I like these batteries a lot, They're great,Teya Fox,5.0,12,2019,2019-12,I like these batteries a lot They're great
526,B00HZV9WTM,AAA,2019-12-03,Verified Purchase,Great batteries., They fit nicely into my multi charger too.,DayTrader,5.0,12,2019,2019-12,Great batteries. They fit nicely into my multi charger too.
527,B00HZV9WTM,AA,2019-12-03,Verified Purchase,Don't hold a charge, Batteries only last 4-7 days in my kevo lock. Non-rechargeable batteries last 8 months. Fresh off the charger and my lock sends me a notification that my batteries are critically low.,Miss Riss,1.0,12,2019,2019-12,Don't hold a charge Batteries only last 4-7 days in my kevo lock. Non-rechargeable batteries last 8 months. Fresh off the charger and my lock sends me a notification that my batteries are critically low.
528,B00HZV9WTM,AA,2019-12-03,Verified Purchase,Battery No longer made in Japan," New packaging of battery, capacity listed same as before but cells now are “made in China”",William Law,1.0,12,2019,2019-12,"Battery No longer made in Japan New packaging of battery, capacity listed same as before but cells now are “made in China”"
529,B00HZV9WTM,AAA,2019-12-02,Verified Purchase,Stopped working in 4 months," I used the rechargeable battery on my Philips Electric Razor with recharge option. It stopped charging and wouldnt run. It uses 2 battery at a time, so trying the second pair now.",Suraj Maharjan,3.0,12,2019,2019-12,"Stopped working in 4 months I used the rechargeable battery on my Philips Electric Razor with recharge option. It stopped charging and wouldnt run. It uses 2 battery at a time, so trying the second pair now."
530,B00HZV9WTM,AA,2019-12-02,Verified Purchase,Physical size was a few shavings larger than a standard AA," I bought the High Capacity AAs and have had them for about 10 months now. Unfortunately,  I've had 2 major issues with them.  1. It's surprising but these High Cap AA batteries from Amazon Basics seem to be just ever so slightly larger (physically) than Standard Alkaline AAs (like Duracells, Energizers).  2. Three of the batteries no longer held charge for very long after about 3 -4 month of very light useSo regarding the size, I was really surprised.  Eyeballing it looked about he same,  but every device I put them into (kids toys, Xbox Controller battery packs, etc, they were really snug and in some cases, made them really hard to remove from the device so I can recharge them.  For some devices, I was just a little fed up and decided to go back to using Alkalines for those devices until I ordered a set of Eneloops to replace these.As for the batteries that don't hold a charge for long, maybe I got duds.  I generally really have good luck with AmazonBasics products.  Maybe going high-capacity was pushing the boundaries of quality control on the batteries. It's also possible I left them too long between uses (3-4 weeks) and they drained out and couldn't recover.  Not sure, but I won't buy these again.  If anything, I'll probably stick with Eneloop rechargeables or give the regular (non-high capacity) AmazonBasics rechargeables in the future.",Long T.,2.0,12,2019,2019-12,"Physical size was a few shavings larger than a standard AA I bought the High Capacity AAs and have had them for about 10 months now. Unfortunately,  I've had 2 major issues with them.  1. It's surprising but these High Cap AA batteries from Amazon Basics seem to be just ever so slightly larger (physically) than Standard Alkaline AAs (like Duracells, Energizers).  2. Three of the batteries no longer held charge for very long after about 3 -4 month of very light useSo regarding the size, I was really surprised.  Eyeballing it looked about he same,  but every device I put them into (kids toys, Xbox Controller battery packs, etc, they were really snug and in some cases, made them really hard to remove from the device so I can recharge them.  For some devices, I was just a little fed up and decided to go back to using Alkalines for those devices until I ordered a set of Eneloops to replace these.As for the batteries that don't hold a charge for long, maybe I got duds.  I generally really have good luck with AmazonBasics products.  Maybe going high-capacity was pushing the boundaries of quality control on the batteries. It's also possible I left them too long between uses (3-4 weeks) and they drained out and couldn't recover.  Not sure, but I won't buy these again.  If anything, I'll probably stick with Eneloop rechargeables or give the regular (non-high capacity) AmazonBasics rechargeables in the future."
531,B00HZV9WTM,AA,2019-12-02,Verified Purchase,Positive post not as tall as most standard AA bateries, refer to headline,Clark A Worthington,4.0,12,2019,2019-12,Positive post not as tall as most standard AA bateries refer to headline
532,B00HZV9WTM,AA,2019-12-01,Verified Purchase,So far so good., They seem to be fine. So far so good.,Mark A Mouradian,5.0,12,2019,2019-12,So far so good. They seem to be fine. So far so good.
533,B00HZV9WTM,AA,2019-12-01,Verified Purchase,accurate," These batteries fully charged  barely would lite a window Christmas candle. To check  candle verses battery issue , I replaced with Duracell rechargeable battery candle was fine. Very disappointed.",Amazon Customer,1.0,12,2019,2019-12,"accurate These batteries fully charged  barely would lite a window Christmas candle. To check  candle verses battery issue , I replaced with Duracell rechargeable battery candle was fine. Very disappointed."
534,B00HZV9WTM,AA,2019-12-01,Verified Purchase,Evaluate and break in Amazon batteries not made in Japan before rushing to judgement," I am fairly new to rechargeables and the first thing that jumps out at me is the cost of any brand with a decent reputation.  To me that means spending the money up front to get ""smart"" charging and evaluation equipment.  That reduces the chances of ruining new batteries, or worse yet ruining the devices being powered.  I purchased a Nitecore and and an Opus bt-c3100.  Quickly I learned to categorize 18650 batteries into three rough groups:  total scam batteries that should never be used because they barely put out any power and cannot hold a charge.  From reviews I have seen that means 400 mah hours or so from an 18650.  The second category is the extremely common ""knock-offs"" that copy, sometimes well and many times poorly, popular top performers and sell for much less.  These from what I have seen and from my own observations can  have power output of anywhere from 30% to 80% or so of the power of the tried and true name brand.I thought long and hard before purchasing the newest Amazon AA nimh high-capacity knowing they were not made in the Panasonic eneloop factory and were fairly pricey.  But I felt  it would be a good learning experience and for now I only power led flashlights and solar walkway lights.The first thing I did was read the directions!!!!!!! and it said charge at 250 mah.  The nitecore only goes down to 300 mah so I first discharged them on the Opus at 200 mah for 12 hours 20 minutes to 1-1.1 volts and all four(sorry no statistically significant data from this guy) gave off a measured 2440 or more mah , a little better than the rating of 2400 mah.  Charging at 200 mah took 13 hours and the cells absorbed 2570 mah , well above the 2400 rating.I will leave the discharge and power analysis to the electrical engineers with the knowledge, expertise, and software.  I will give my layman's opinion that initially these four Amazon high-capacity nimh batteries are  not fakes stuffed with sand and appear more promising to deliver  good service than the knock-offs that cut critical corners to keep the price down.  I recommend to other newbies to take the time to charge all rechargeables conservatively with a smart charger.  It is probably a good idea to first discharge and recharge these batteries even though mine came fully charged.  You would not take your brand new car and redline the engine out of the showroom.  Show you Amazon batteries the same care.  Maybe Amazon should offer detailed break-in instructions with all new rechargeable batteries.  That could help eliminate many of the bad experiences and bad reviews.",Amazon Customer,5.0,12,2019,2019-12,"Evaluate and break in Amazon batteries not made in Japan before rushing to judgement I am fairly new to rechargeables and the first thing that jumps out at me is the cost of any brand with a decent reputation.  To me that means spending the money up front to get ""smart"" charging and evaluation equipment.  That reduces the chances of ruining new batteries, or worse yet ruining the devices being powered.  I purchased a Nitecore and and an Opus bt-c3100.  Quickly I learned to categorize 18650 batteries into three rough groups:  total scam batteries that should never be used because they barely put out any power and cannot hold a charge.  From reviews I have seen that means 400 mah hours or so from an 18650.  The second category is the extremely common ""knock-offs"" that copy, sometimes well and many times poorly, popular top performers and sell for much less.  These from what I have seen and from my own observations can  have power output of anywhere from 30% to 80% or so of the power of the tried and true name brand.I thought long and hard before purchasing the newest Amazon AA nimh high-capacity knowing they were not made in the Panasonic eneloop factory and were fairly pricey.  But I felt  it would be a good learning experience and for now I only power led flashlights and solar walkway lights.The first thing I did was read the directions!!!!!!! and it said charge at 250 mah.  The nitecore only goes down to 300 mah so I first discharged them on the Opus at 200 mah for 12 hours 20 minutes to 1-1.1 volts and all four(sorry no statistically significant data from this guy) gave off a measured 2440 or more mah , a little better than the rating of 2400 mah.  Charging at 200 mah took 13 hours and the cells absorbed 2570 mah , well above the 2400 rating.I will leave the discharge and power analysis to the electrical engineers with the knowledge, expertise, and software.  I will give my layman's opinion that initially these four Amazon high-capacity nimh batteries are  not fakes stuffed with sand and appear more promising to deliver  good service than the knock-offs that cut critical corners to keep the price down.  I recommend to other newbies to take the time to charge all rechargeables conservatively with a smart charger.  It is probably a good idea to first discharge and recharge these batteries even though mine came fully charged.  You would not take your brand new car and redline the engine out of the showroom.  Show you Amazon batteries the same care.  Maybe Amazon should offer detailed break-in instructions with all new rechargeable batteries.  That could help eliminate many of the bad experiences and bad reviews."
